timesteps,success_rate,final_distance_mean,final_distance_std,episode_length_mean
1000,0.06666666666666667,0.2510935075581074,0.09559981036567117,47.3
2000,0.03333333333333333,0.19147728371123474,0.06668500913607839,49.5
3000,0.13333333333333333,0.15833050571382046,0.05828807163867781,44.4
4000,0.8,0.07634237942596277,0.06672233337759334,17.6
5000,0.6,0.12246235522131126,0.1055466753828593,22.7
6000,0.7,0.06991184297949075,0.05753067484359029,18.533333333333335
7000,0.8333333333333334,0.051751890840629734,0.020832842643126372,12.866666666666667
8000,1.0,0.040118407520155115,0.006291499480391517,3.1333333333333333
9000,0.9333333333333333,0.0408445551370581,0.010705923968118551,7.666666666666667
10000,1.0,0.03400600853686531,0.009157810737143305,2.7666666666666666
11000,1.0,0.03325318650652965,0.008859064102164287,2.7333333333333334
12000,1.0,0.028503279791524012,0.010653575525708536,2.7333333333333334
13000,1.0,0.025677395270516476,0.010759965923791366,3.066666666666667
14000,1.0,0.025933709678550562,0.01192809682014287,2.7333333333333334
15000,1.0,0.02988018710166216,0.010348511159823643,2.533333333333333
16000,1.0,0.026222385372966527,0.012097371837016214,2.6666666666666665
17000,1.0,0.03052308053399126,0.010464241726324538,2.6
18000,1.0,0.024740594578906892,0.01287936875186025,2.7
19000,1.0,0.02955073428650697,0.012231759340186093,2.7333333333333334
20000,1.0,0.027780223886171976,0.011549997351100854,2.566666666666667
21000,1.0,0.030289859635134538,0.011134883968024162,2.8
22000,1.0,0.02842017731939753,0.009452808360372076,2.7
23000,1.0,0.031206505807737508,0.013274791567957666,2.6
24000,1.0,0.026314982337256272,0.011711954435524504,2.9
25000,1.0,0.02396376544299225,0.01131370853553096,2.8666666666666667
26000,1.0,0.030967681078861158,0.01309121657980791,2.7333333333333334
27000,1.0,0.03295412706211209,0.010827263602145292,2.6333333333333333
28000,1.0,0.025286473985761403,0.012504810308757034,2.433333333333333
29000,1.0,0.02443306705293556,0.010917816570270912,2.966666666666667
30000,1.0,0.02510653592956563,0.011514323015729501,3.1
31000,1.0,0.02701250552975883,0.014408295364974738,2.7333333333333334
32000,1.0,0.02844429450730483,0.012903814408001545,2.966666666666667
33000,1.0,0.02507148066846033,0.013169537322791467,2.7666666666666666
34000,1.0,0.03213084399079283,0.013279506659891123,2.933333333333333
35000,1.0,0.02759602228179574,0.011879501757026099,2.5
36000,1.0,0.029912918619811536,0.011590554104817059,2.566666666666667
37000,1.0,0.029192089475691317,0.012338068884784456,2.6666666666666665
38000,1.0,0.02593919700011611,0.011791560836190563,2.7
39000,1.0,0.030478198764224848,0.011638638847337906,2.6
40000,1.0,0.025638375516670444,0.01496664419828835,2.8
41000,1.0,0.025801875116303562,0.012660943688877433,2.433333333333333
42000,1.0,0.02513462185549239,0.011634313079524889,2.6666666666666665
43000,1.0,0.02733160842520495,0.012708316978018422,2.6333333333333333
44000,1.0,0.026436294335871934,0.01238647613631475,2.7333333333333334
45000,1.0,0.02525310101918876,0.012938702937940041,2.6666666666666665
46000,1.0,0.02692067705405255,0.01138731552888991,2.966666666666667
47000,1.0,0.02481157633010298,0.014687035396366985,2.6666666666666665
48000,1.0,0.02954923881528278,0.01210355114681483,2.4
49000,1.0,0.029956244491040708,0.01307728487243779,2.6333333333333333
50000,1.0,0.027914719854015856,0.013053725006419502,2.6333333333333333
