timesteps,success_rate,final_distance_mean,final_distance_std,episode_length_mean
1000,0.06666666666666667,0.34577212346096836,0.11137385780106888,47.36666666666667
2000,0.03333333333333333,0.1505239604661862,0.06052471762239808,48.36666666666667
3000,0.1,0.1654196652273337,0.06849214752228207,46.7
4000,0.6666666666666666,0.06734676460425058,0.0387933427909092,21.2
5000,1.0,0.03211639602668583,0.011524475768511813,2.9
6000,1.0,0.032725357978294296,0.010556762623658789,2.7
7000,1.0,0.03238092266644041,0.008679576246543858,3.0
8000,1.0,0.03151486171409488,0.01037988425074965,2.933333333333333
9000,1.0,0.03151514045894146,0.00931426877941912,2.9
10000,1.0,0.031741868859777846,0.009949039182933588,2.8666666666666667
11000,1.0,0.03436747913559278,0.007782915357834022,2.6666666666666665
12000,1.0,0.03503114857400457,0.010004154844526419,3.3
13000,1.0,0.034196165421356756,0.009302303997802219,3.1333333333333333
14000,1.0,0.03559310007840395,0.007555111322461011,3.0
15000,1.0,0.03545906677221258,0.01004700730176491,3.1
16000,1.0,0.03526041116565466,0.007393450028275919,3.3
17000,1.0,0.03603608881433805,0.007452612109866311,3.1
18000,1.0,0.036631270808478195,0.007596335038181897,3.0
19000,1.0,0.03933639650543531,0.0085906350996627,3.066666666666667
20000,1.0,0.036317286764582,0.009054941091517549,2.966666666666667
21000,1.0,0.03705740136404832,0.007994781356819405,3.533333333333333
22000,1.0,0.03682293534899751,0.009737343534573622,3.033333333333333
23000,1.0,0.03613447037835916,0.011207016523296877,2.8666666666666667
24000,1.0,0.033045745268464086,0.009719086961722157,3.1333333333333333
25000,1.0,0.03339716559275985,0.009357384886127276,3.0
26000,1.0,0.03523900049428145,0.010048470372433296,3.5
27000,1.0,0.03514619885633389,0.008689097179020144,3.5
28000,1.0,0.03968280659367641,0.008723233663209538,2.933333333333333
29000,1.0,0.034601848510404425,0.008461286651052774,3.3
30000,1.0,0.03562391971548398,0.007338388634686643,2.933333333333333
31000,1.0,0.032311328159024315,0.007827833968096942,3.533333333333333
32000,1.0,0.03628651052713394,0.009651632013060308,3.1333333333333333
33000,1.0,0.03478155781825384,0.01051037038765411,2.9
34000,1.0,0.034575727147360645,0.008022098419203254,2.8333333333333335
35000,1.0,0.03574138022959232,0.008244805286211174,2.7
36000,1.0,0.033529446149865784,0.007354626304052325,3.2666666666666666
37000,1.0,0.03617987173298995,0.00904127305994694,2.9
38000,1.0,0.03709047303224603,0.010639033167845088,3.0
39000,1.0,0.034353774040937424,0.007645589883906777,3.1
40000,1.0,0.0358422139659524,0.007956716783640544,2.7666666666666666
41000,1.0,0.03515184111893177,0.009178045451313267,3.2
42000,1.0,0.0367053425249954,0.010098994366927417,3.2
43000,1.0,0.0339986082787315,0.008614575176354299,2.7666666666666666
44000,1.0,0.033960280505319435,0.009940382284815908,3.033333333333333
45000,1.0,0.03454194320365787,0.00992331012925522,3.1666666666666665
46000,1.0,0.03559042103588581,0.009103294554118395,2.9
47000,1.0,0.03530187544723352,0.008027297209144139,3.2333333333333334
48000,1.0,0.035037053655833005,0.008934433180954451,3.2
49000,1.0,0.037257549228767554,0.007974300989679908,2.8333333333333335
50000,1.0,0.035156849895914395,0.008207517647234475,3.033333333333333
