timesteps,success_rate,final_distance_mean,final_distance_std,episode_length_mean
1000,0.06666666666666667,0.3087847882260879,0.11656571021243033,46.733333333333334
2000,0.03333333333333333,0.16069270099202793,0.05136010793345132,48.36666666666667
3000,0.03333333333333333,0.15697086645911137,0.05496490927285158,48.36666666666667
4000,0.1,0.33011432327330115,0.1173637747588789,45.96666666666667
5000,0.06666666666666667,0.206675233055527,0.0966343093867065,46.833333333333336
6000,0.06666666666666667,0.19729278199374675,0.07945477848060298,47.0
7000,0.23333333333333334,0.3831163535515467,0.21608041672977094,39.0
8000,0.13333333333333333,0.2432377281288306,0.14360002102551242,43.7
9000,0.4666666666666667,0.11683923021579783,0.0972272238671133,28.233333333333334
10000,0.5333333333333333,0.07841195532431205,0.06785429783606073,28.2
11000,0.5666666666666667,0.061940981385608516,0.02739128176344805,25.2
12000,0.6,0.08133176906655232,0.06393227267653541,21.966666666666665
13000,0.9,0.04301793165504932,0.02104236401073238,9.066666666666666
14000,0.9333333333333333,0.039981251178930206,0.015844352038685956,8.066666666666666
15000,1.0,0.03684649135296544,0.010424975886604291,3.6
16000,1.0,0.0369488005215923,0.009926700771373483,3.0
17000,1.0,0.03445669502640764,0.009404620039744925,2.966666666666667
18000,1.0,0.03485481262517472,0.01173584441200213,3.2333333333333334
19000,1.0,0.03291592791986962,0.010011245919396589,3.3333333333333335
20000,1.0,0.03268142075588306,0.010260613950434762,2.9
21000,1.0,0.0327065815217793,0.009713956329224107,3.1333333333333333
22000,1.0,0.0315977543592453,0.01007147933405787,2.7333333333333334
23000,1.0,0.03201037036875884,0.011045882695902053,2.6333333333333333
24000,1.0,0.034517029952257874,0.010027693540991948,2.8
25000,1.0,0.029769947550569973,0.01092259491593204,2.466666666666667
26000,1.0,0.030458208778873085,0.012352106765455546,3.1666666666666665
27000,1.0,0.02778304930155476,0.00977308170568349,2.7666666666666666
28000,1.0,0.029889042085657517,0.010533535421205801,2.7
29000,1.0,0.03192750768115123,0.012063821703094427,2.7666666666666666
30000,1.0,0.03257765177016457,0.010773810341333765,2.7666666666666666
31000,1.0,0.029357527506848176,0.010172602737870753,2.7666666666666666
32000,1.0,0.03229025869319836,0.008732167223903587,3.066666666666667
33000,1.0,0.031180648350467285,0.010243859700643855,2.7666666666666666
34000,1.0,0.028316548373550177,0.009591001111625969,3.066666666666667
35000,1.0,0.03210382799928387,0.010713204786724795,2.6
36000,1.0,0.03181734491760532,0.009965070664050566,2.6333333333333333
37000,1.0,0.02873311946168542,0.01063464409902113,2.6333333333333333
38000,1.0,0.032704568033417064,0.00907957226338217,2.7333333333333334
39000,1.0,0.028320942788074413,0.00967519357699372,2.7333333333333334
40000,1.0,0.031068955982724824,0.0089009371390972,2.7666666666666666
41000,1.0,0.03231802430624763,0.009953749807743313,2.6
42000,1.0,0.0270156802299122,0.009705352303465321,2.466666666666667
43000,1.0,0.029188062871495883,0.010951840067733058,2.5
44000,1.0,0.03242271815737088,0.0121408472699785,2.566666666666667
45000,1.0,0.02915932728598515,0.011378842281531165,2.4
46000,1.0,0.02686698065760235,0.010579823690413308,2.6
47000,1.0,0.029224383737891914,0.009075776792046776,2.8666666666666667
48000,1.0,0.028266156340638796,0.009209560486704927,2.8333333333333335
49000,1.0,0.030740751326084136,0.010611064335077582,2.6
50000,1.0,0.03408520569403966,0.011458955845952981,2.8333333333333335
