timesteps,success_rate,final_distance_mean,final_distance_std,episode_length_mean
1000,0.0,0.24606010541319848,0.09963691385936972,50.0
2000,0.0,0.2045283240576585,0.07017711722135977,50.0
3000,0.03333333333333333,0.43637887251873814,0.29742676218969605,49.6
4000,0.03333333333333333,0.2376127342072626,0.12339255310827864,48.6
5000,0.8,0.028769442873696486,0.0372709576688437,14.666666666666666
6000,0.9666666666666667,0.013730768797298272,0.007187508652124102,6.8
7000,1.0,0.012584324305256208,0.004036319542970999,4.733333333333333
8000,1.0,0.012828082238168765,0.003998754821519308,5.066666666666666
9000,1.0,0.01393708100852867,0.004027772326134416,4.566666666666666
10000,0.9666666666666667,0.013990076289822658,0.005535893844383784,6.533333333333333
11000,1.0,0.012596241493398944,0.004181344415939198,4.666666666666667
12000,1.0,0.014161928556859493,0.0032196093659973813,5.033333333333333
13000,0.8666666666666667,0.01822307463735342,0.011334079672581729,11.766666666666667
14000,1.0,0.011665863636881112,0.004001902768206352,5.0
15000,1.0,0.01282642623409629,0.004553612233366448,4.866666666666666
16000,0.9666666666666667,0.015266012183080118,0.004549514864134467,7.133333333333334
17000,0.9666666666666667,0.013757192793612679,0.003958850090770594,6.333333333333333
18000,1.0,0.013202208637570342,0.00365273481279294,5.266666666666667
19000,1.0,0.012996192478264371,0.004032580900692153,4.933333333333334
20000,1.0,0.012265598432471355,0.003667887478846938,4.766666666666667
21000,0.9666666666666667,0.012229815125465393,0.006649179828367077,6.433333333333334
22000,1.0,0.01176053147452573,0.005064341219141485,4.566666666666666
23000,1.0,0.011026957258582114,0.003819232557234428,5.066666666666666
24000,1.0,0.012144995558386048,0.0032080961331529463,4.5
25000,1.0,0.011198967043310405,0.004531093392222854,4.866666666666666
26000,1.0,0.011870366428047419,0.0038431788725649075,4.866666666666666
27000,0.9666666666666667,0.01315128222728769,0.004228927051507976,6.0
28000,1.0,0.011976488322640458,0.004668306027031782,4.566666666666666
29000,0.9333333333333333,0.01517265672640254,0.017452691770530576,7.4
30000,1.0,0.010427542636170984,0.004210793294486725,4.733333333333333
31000,0.9666666666666667,0.011060243969162305,0.005945507080458985,6.266666666666667
32000,1.0,0.010481224946367244,0.005149618850422444,4.966666666666667
33000,1.0,0.010429236882676681,0.0038596350277821908,4.4
34000,0.9666666666666667,0.011403384059667588,0.004463000553233008,6.266666666666667
35000,0.9666666666666667,0.01330487614031881,0.006552040439660925,6.133333333333334
36000,1.0,0.010877130743271362,0.00477161065630863,4.666666666666667
37000,1.0,0.010618343437090515,0.004304484241938949,4.5
38000,1.0,0.010054587029541533,0.004811604725983644,5.066666666666666
39000,1.0,0.010645761139069993,0.004877179592302422,5.233333333333333
40000,1.0,0.011817945058767994,0.004653306981282394,4.8
41000,0.9666666666666667,0.012845052926180264,0.005952311182345116,5.866666666666666
42000,1.0,0.011024351386974255,0.0047390384626121345,5.2
43000,0.9666666666666667,0.01073412022087723,0.006479222661685127,6.133333333333334
44000,1.0,0.010345553684358796,0.004149488132483113,4.866666666666666
45000,1.0,0.009707812732085586,0.004529482066269022,4.6
46000,1.0,0.009547790590052804,0.004543233260480899,4.566666666666666
47000,1.0,0.010194699501153082,0.004768217905227492,4.933333333333334
48000,1.0,0.010804237076081335,0.005255522258825828,4.6
49000,1.0,0.011001228758444389,0.003978271208388543,4.5
50000,0.9666666666666667,0.012610314188835521,0.007633090101676338,6.466666666666667
