timesteps,success_rate,final_distance_mean,final_distance_std,episode_length_mean
1000,0.1,0.22685334347188474,0.09593837783481149,45.766666666666666
2000,0.0,0.22016379957397778,0.07064494267563937,50.0
3000,0.13333333333333333,0.1518823226292928,0.07538376076866497,44.43333333333333
4000,0.13333333333333333,0.09004155360162258,0.028454276753734294,44.766666666666666
5000,0.4,0.06972163363049427,0.02897154879434967,32.0
6000,0.6666666666666666,0.05643911473453045,0.01782909249786586,20.566666666666666
7000,0.9,0.04557662842174371,0.005728368740193375,8.7
8000,1.0,0.03849924678603808,0.007653065976586255,3.3
9000,1.0,0.03416229796906312,0.009843522923016492,3.033333333333333
10000,1.0,0.036829443524281184,0.00894838680793597,2.6333333333333333
11000,1.0,0.034403726706902185,0.010935967313359806,2.566666666666667
12000,1.0,0.028375946295758087,0.009039137110028626,3.0
13000,1.0,0.03328196185951431,0.009766501097447894,2.8
14000,1.0,0.028915930694590013,0.012242215809417471,2.7333333333333334
15000,1.0,0.02599706199641029,0.01027170773239665,2.6333333333333333
16000,1.0,0.03188842479139566,0.010838454105163273,2.7
17000,1.0,0.029739881260320546,0.013109706298482465,2.8666666666666667
18000,1.0,0.028179435059428215,0.011194079467605684,2.8
19000,1.0,0.031028616024802128,0.008886566809145142,2.7333333333333334
20000,1.0,0.02650575963780284,0.008955772126657656,2.566666666666667
21000,1.0,0.03206287970145543,0.011299332962081132,2.7666666666666666
22000,1.0,0.028075809109335145,0.00984592392330589,2.433333333333333
23000,1.0,0.027258395093182723,0.012384626019915836,2.7
24000,1.0,0.03024447460969289,0.010956988172915808,2.8666666666666667
25000,1.0,0.03046737586458524,0.012838852362899509,2.7333333333333334
26000,1.0,0.029823205899447203,0.011023677390325462,2.433333333333333
27000,1.0,0.026907349020863572,0.01137392245816496,2.8
28000,1.0,0.029901605968674024,0.010024160635684657,2.7333333333333334
29000,1.0,0.028129069584732255,0.012324401710767065,2.8333333333333335
30000,1.0,0.02897369284182787,0.00946423437277163,2.433333333333333
31000,1.0,0.034628247283399104,0.007999186576328634,2.7666666666666666
32000,1.0,0.02784483569363753,0.011143214156833668,2.7666666666666666
33000,1.0,0.029055027446399134,0.011162480577822693,2.7666666666666666
34000,1.0,0.031303799618035553,0.009931363300128618,2.7
35000,1.0,0.023226076861222585,0.010193961953991975,3.033333333333333
36000,1.0,0.03304772147287925,0.010508220486720808,2.8
37000,1.0,0.03316325281436245,0.010386687108757267,2.6
38000,1.0,0.02596187541882197,0.011382995316302533,2.7666666666666666
39000,1.0,0.029511178967853387,0.01109608622399854,3.066666666666667
40000,1.0,0.028695521224290133,0.009731768782150214,2.7666666666666666
41000,1.0,0.029599183425307273,0.01160823391515257,2.7333333333333334
42000,1.0,0.029295984376221895,0.007743796911493676,2.7333333333333334
43000,1.0,0.027792294758061567,0.010868543143813244,2.7333333333333334
44000,1.0,0.02881517872835199,0.011574316510935191,2.6333333333333333
45000,1.0,0.028561735339462758,0.010279589038768189,2.9
46000,1.0,0.02578903315588832,0.010373870448037859,2.8333333333333335
47000,1.0,0.029614805926879248,0.012367167189255871,2.7333333333333334
48000,1.0,0.028335766587406396,0.011408653857684982,3.1
49000,1.0,0.029446023539640008,0.01056930124666401,2.533333333333333
50000,1.0,0.029284134320914746,0.010343946979798119,2.7
